species_common_name,species_scientific_name,species_abbreviation,lat,count
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.666666666666664,2
Yellow-nosed mollymawk ,Thalassarche carteri ,THACARCHL,-33.666666666666664,1
Australasian gannet ,Morus serrator ,MORSER,-33.666666666666664,2
Subantarctic skua,Catharacta antarctica,CATANT,-33.666666666666664,1
Red-billed gull,Larus novaehollandiae,LARNOV,-33.666666666666664,15
Australasian gannet ,Morus serrator ,MORSER,-33.666666666666664,1
Red-billed gull,Larus novaehollandiae,LARNOV,-33.666666666666664,7
Red-billed gull,Larus novaehollandiae,LARNOV,-33.61666666666667,14
Australasian gannet ,Morus serrator ,MORSER,-33.61666666666667,2
Subantarctic skua,Catharacta antarctica,CATANT,-33.61666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.583333333333336,1
Australasian gannet,Morus serrator,MORSER,-33.583333333333336,1
Red-billed gull,Larus novaehollandiae,LARNOV,-33.583333333333336,15
Crested tern,Sterna bergii,STEBER,-33.583333333333336,1
Australasian gannet ,Morus serrator ,MORSER,-33.65,4
Red-billed gull,Larus novaehollandiae,LARNOV,-33.65,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,1
Yellow-nosed mollymawk ,Thalassarche carteri ,THACARCHL,-34,1
Australasian gannet ,Morus serrator ,MORSER,-34,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.03333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.03333333333333,1
Prion ,Pachyptila sp,PACSP,-34.03333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.833333333333336,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.833333333333336,3
Subantarctic skua,Catharacta antarctica,CATANT,-33.833333333333336,1
Crested tern,Sterna bergii,STEBER,-33.833333333333336,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.833333333333336,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.833333333333336,1
Royal albatross ,Diomedea epomophora ,DIOEPOSAN,-33.833333333333336,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.833333333333336,3
Giant petrel ,Macronectes sp.,MACSP,-33.833333333333336,1
Cape petrel,Daption capense,DAPCAP,-33.833333333333336,1
Australasian gannet,Morus serrator,MORSER,-33.833333333333336,1
Subantarctic skua,Catharacta antarctica,CATANT,-33.833333333333336,5
Red-billed gull,Larus novaehollandiae,LARNOV,-33.833333333333336,15
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.81666666666667,4
Yellow-nosed mollymawk ,Thalassarche carteri ,THACARCHL,-33.81666666666667,1
Subantarctic skua,Catharacta antarctica,CATANT,-33.81666666666667,5
Red-billed gull,Larus novaehollandiae,LARNOV,-33.81666666666667,8
Crested tern,Sterna bergii,STEBER,-33.81666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.81666666666667,1
Yellow-nosed mollymawk ,Thalassarche carteri ,THACARCHL,-33.81666666666667,1
Giant petrel ,Macronectes sp.,MACSP,-33.81666666666667,1
Australasian gannet ,Morus serrator ,MORSER,-33.81666666666667,1
Subantarctic skua,Catharacta antarctica,CATANT,-33.81666666666667,3
Red-billed gull,Larus novaehollandiae,LARNOV,-33.81666666666667,3
Crested tern,Sterna bergii,STEBER,-33.81666666666667,2
Subantarctic skua,Catharacta antarctica,CATANT,-33.78333333333333,3
Red-billed gull,Larus novaehollandiae,LARNOV,-33.78333333333333,12
Crested tern,Sterna bergii,STEBER,-33.78333333333333,1
Giant petrel ,Macronectes sp.,MACSP,-33.766666666666666,1
Subantarctic skua,Catharacta antarctica,CATANT,-33.766666666666666,2
Red-billed gull,Larus novaehollandiae,LARNOV,-33.766666666666666,15
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.03333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.03333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.03333333333333,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-34.03333333333333,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-34.03333333333333,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.03333333333333,6
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.03333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.03333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.03333333333333,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-34.03333333333333,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-34.03333333333333,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.03333333333333,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.85,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.85,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.85,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.85,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.85,3
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.85,2
Yellow-nosed mollymawk ,Thalassarche carteri ,THACARCHL,-33.85,1
Cape petrel,Daption capense,DAPCAP,-33.85,3
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33.85,6
Prion ,Pachyptila sp,PACSP,-33.85,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.75,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.75,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.75,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.75,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.75,1
Cape petrel,Daption capense,DAPCAP,-33.75,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33.75,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.55,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.55,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.55,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.55,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.55,3
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.55,2
Cape petrel,Daption capense,DAPCAP,-33.55,3
White-headed petrel,Pterodroma lessonii,PTELES,-33.55,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.43333333333333,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.43333333333333,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.43333333333333,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.43333333333333,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.43333333333333,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.43333333333333,2
Giant petrel ,Macronectes sp.,MACSP,-33.43333333333333,1
Cape petrel,Daption capense,DAPCAP,-33.43333333333333,3
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33.43333333333333,2
White-headed petrel,Pterodroma lessonii,PTELES,-33.43333333333333,1
Prion ,Pachyptila sp,PACSP,-33.43333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.3,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.3,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.3,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.3,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.3,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.3,2
Cape petrel,Daption capense,DAPCAP,-33.3,6
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33.3,5
White-headed petrel,Pterodroma lessonii,PTELES,-33.3,1
Providence petrel,Pterodroma solandri,PTESOL,-33.3,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.166666666666664,5
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.166666666666664,5
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.166666666666664,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.166666666666664,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.166666666666664,3
Cape petrel,Daption capense,DAPCAP,-33.166666666666664,4
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33.166666666666664,8
Providence petrel,Pterodroma solandri,PTESOL,-33.166666666666664,3
Australasian gannet ,Morus serrator ,MORSER,-33.166666666666664,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.166666666666664,5
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.166666666666664,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.166666666666664,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.166666666666664,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.166666666666664,1
Cape petrel,Daption capense,DAPCAP,-33.166666666666664,5
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33.166666666666664,6
Providence petrel,Pterodroma solandri,PTESOL,-33.166666666666664,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-32.8,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-32.8,2
White-headed petrel,Pterodroma lessonii,PTELES,-32.8,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-32.78333333333333,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-32.78333333333333,1
White-headed petrel,Pterodroma lessonii,PTELES,-32.78333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-32.8,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-32.833333333333336,1
White-headed petrel,Pterodroma lessonii,PTELES,-32.833333333333336,2
Prion ,Pachyptila sp,PACSP,-32.833333333333336,2
Cape petrel,Daption capense,DAPCAP,-32.85,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-32.85,2
Providence petrel,Pterodroma solandri,PTESOL,-32.85,1
Prion ,Pachyptila sp,PACSP,-32.85,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-32.88333333333333,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-32.88333333333333,1
Cape petrel,Daption capense,DAPCAP,-32.88333333333333,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-32.88333333333333,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-32.9,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-32.9,1
Yellow-nosed mollymawk ,Thalassarche carteri ,THACARCHL,-32.9,1
Cape petrel,Daption capense,DAPCAP,-32.9,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-32.9,5
White-headed petrel,Pterodroma lessonii,PTELES,-32.9,2
Prion ,Pachyptila sp,PACSP,-32.9,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-32.916666666666664,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-32.916666666666664,8
Providence petrel,Pterodroma solandri,PTESOL,-32.916666666666664,1
Prion ,Pachyptila sp,PACSP,-32.916666666666664,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-32.95,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-32.95,1
Cape petrel,Daption capense,DAPCAP,-32.95,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-32.95,8
Prion ,Pachyptila sp,PACSP,-32.95,5
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.03333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.03333333333333,1
Giant petrel ,Macronectes sp. ,MACSP,-33.03333333333333,1
Cape petrel,Daption capense,DAPCAP,-33.03333333333333,3
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33.03333333333333,9
Prion ,Pachyptila sp,PACSP,-33.03333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.05,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.05,1
Giant petrel ,Macronectes sp. ,MACSP,-33.05,1
Cape petrel,Daption capense,DAPCAP,-33.05,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33.05,9
Prion ,Pachyptila sp,PACSP,-33.05,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.06666666666667,1
Giant petrel ,Macronectes sp.,MACSP,-33.06666666666667,1
Cape petrel,Daption capense,DAPCAP,-33.06666666666667,3
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33.06666666666667,20
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.083333333333336,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.083333333333336,1
Cape petrel,Daption capense,DAPCAP,-33.083333333333336,3
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33.083333333333336,12
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.1,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.1,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.1,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.1,1
Cape petrel,Daption capense,DAPCAP,-33.1,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33.1,8
White-headed petrel,Pterodroma lessonii,PTELES,-33.1,1
Prion ,Pachyptila sp,PACSP,-33.1,20
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.13333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.13333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.13333333333333,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.13333333333333,2
Cape petrel,Daption capense,DAPCAP,-33.13333333333333,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33.13333333333333,18
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.15,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.15,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.15,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.15,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.15,1
Cape petrel,Daption capense,DAPCAP,-33.15,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33.15,24
Prion ,Pachyptila sp,PACSP,-33.15,26
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.733333333333334,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.733333333333334,2
Prion ,Pachyptila sp,PACSP,-33.733333333333334,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.75,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.75,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.75,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.8,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33.8,1
Prion ,Pachyptila sp,PACSP,-33.8,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.833333333333336,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.833333333333336,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.833333333333336,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.833333333333336,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.833333333333336,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.833333333333336,1
Prion ,Pachyptila sp,PACSP,-33.833333333333336,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.86666666666667,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.86666666666667,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.86666666666667,1
Prion ,Pachyptila sp,PACSP,-33.86666666666667,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.88333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.88333333333333,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.88333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.88333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.88333333333333,1
Australasian gannet ,Morus serrator ,MORSER,-33.88333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.9,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.9,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.93333333333333,1
Prion ,Pachyptila sp,PACSP,-33.93333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.93333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.95,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.95,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.95,1
Prion ,Pachyptila sp,PACSP,-33.95,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.96666666666667,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.96666666666667,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33.96666666666667,2
Tahiti petrel,Pseudobulweria rostrata,PSEROS,-33.96666666666667,1
Prion ,Pachyptila sp,PACSP,-33.96666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.983333333333334,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.983333333333334,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.983333333333334,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.983333333333334,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.983333333333334,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.983333333333334,1
Prion ,Pachyptila sp,PACSP,-33.983333333333334,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34,2
Prion ,Pachyptila sp,PACSP,-34,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.016666666666666,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.016666666666666,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.016666666666666,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.016666666666666,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.016666666666666,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-34.016666666666666,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.016666666666666,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.06666666666667,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-34.06666666666667,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.06666666666667,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.083333333333336,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-34.083333333333336,1
Giant petrel ,Macronectes sp.,MACSP,-34.083333333333336,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.083333333333336,4
Prion ,Pachyptila sp,PACSP,-34.083333333333336,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.083333333333336,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.083333333333336,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.083333333333336,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.15,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-34.15,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.15,1
Australasian gannet ,Morus serrator ,MORSER,-35.6,20
Southern black-backed gull ,Larus dominicanus ,LARDOM,-35.6,2
Prion ,Pachyptila sp,PACSP,-35.666666666666664,3
Little shearwater,Puffinus assimilis,PUFASS,-35.666666666666664,1
Australasian gannet ,Morus serrator ,MORSER,-35.666666666666664,15
Southern black-backed gull ,Larus dominicanus ,LARDOM,-35.666666666666664,6
Southern black-backed gull ,Larus dominicanus ,LARDOM,-35.666666666666664,4
Prion ,Pachyptila sp,PACSP,-35.766666666666666,30
Diving-petrel ,Pelecanoides sp.,PELSP,-35.766666666666666,150
Australasian gannet ,Morus serrator ,MORSER,-35.766666666666666,6
Southern black-backed gull ,Larus dominicanus ,LARDOM,-35.766666666666666,3
Prion ,Pachyptila sp,PACSP,-35.8,6
Diving-petrel ,Pelecanoides sp.,PELSP,-35.8,300
Australasian gannet ,Morus serrator ,MORSER,-35.8,4
Southern black-backed gull ,Larus dominicanus ,LARDOM,-35.8,2
Southern black-backed gull ,Larus dominicanus ,LARDOM,-35.8,3
Prion ,Pachyptila sp,PACSP,-35.81666666666667,3
Diving-petrel ,Pelecanoides sp.,PELSP,-35.81666666666667,50
Australasian gannet ,Morus serrator ,MORSER,-35.81666666666667,12
Southern black-backed gull ,Larus dominicanus ,LARDOM,-35.81666666666667,2
Prion ,Pachyptila sp,PACSP,-35.833333333333336,2000
Diving-petrel ,Pelecanoides sp.,PELSP,-35.833333333333336,50
Australasian gannet,Morus serrator,MORSER,-35.833333333333336,100
Prion ,Pachyptila sp,PACSP,-36.06666666666667,6
Diving-petrel ,Pelecanoides sp.,PELSP,-36.06666666666667,2
Australasian gannet ,Morus serrator ,MORSER,-36.06666666666667,5
Yellow-nosed mollymawk ,Thalassarche carteri ,THACARCHL,-36.2,1
Australasian gannet ,Morus serrator ,MORSER,-36.2,6
Southern black-backed gull ,Larus dominicanus ,LARDOM,-36.2,3
Australasian gannet ,Morus serrator ,MORSER,-36.266666666666666,6
Southern black-backed gull ,Larus dominicanus ,LARDOM,-36.266666666666666,3
Australasian gannet ,Morus serrator ,MORSER,-36.31666666666667,2
Southern black-backed gull ,Larus dominicanus ,LARDOM,-36.31666666666667,2
Southern black-backed gull ,Larus dominicanus ,LARDOM,-36.31666666666667,1
Red-billed gull,Larus novaehollandiae,LARNOV,-36.31666666666667,1
Australasian gannet ,Morus serrator ,MORSER,-36.38333333333333,2
Southern black-backed gull ,Larus dominicanus ,LARDOM,-36.38333333333333,4
